cat_num,format,parent_species,recordist,year,date_uploaded,asset_restricted,behaviors,age_sex,ml_collection_type,average_community_rating
542552141,audio,Sitta europaea,Elena Baonza Díaz,2023,3/6/2023,Public,Call,,,0
543900201,audio,Sitta europaea,Muammer Ülker,2023,3/10/2023,Public,,,,0
483766051,audio,Sitta europaea,Janosch Becker,2022,9/13/2022,Public,,,,0
500487781,audio,Sitta europaea,Andrés Turrado Ubón,2022,11/4/2022,Public,,,,0
251658661,audio,Sitta europaea,Francisco Javier  Calvo lesmes,2020,7/26/2020,Public,,,,3
446578921,audio,Sitta europaea,Silas Würfl,2021,5/10/2022,Public,,,,3
292445581,audio,Sitta europaea,Oliver Burton,2020,12/30/2020,Public,Call; Foraging or Eating,,,3
552017341,audio,Sitta europaea,Dimitrije Tokalic,2023,4/1/2023,Public,,,,0
594158251,audio,Sitta europaea,James Lambert,2023,7/15/2023,Public,Call,,,3
597814151,audio,Sitta europaea,Andrew Skotnicki,2023,7/27/2023,Public,Call,,,3
206282131,audio,Sitta europaea,Jacob Spinks,2020,1/30/2020,Public,"Courtship, Display, or Copulation; Song",,,3.5
180633021,audio,Sitta europaea,Ray Scally,2019,10/6/2019,Public,,,,4
441786011,audio,Sitta europaea,Scott (瑞興) LIN(林),2022,4/29/2022,Public,Song,,,3
203952651,audio,Sitta europaea,Eric francois Roualet,2014,2/3/2020,Public,Call,,,3
398301141,audio,Sitta europaea,Jocce Ekström,2021,12/23/2021,Public,Call; Foraging or Eating,,,0
383773611,audio,Sitta europaea,Sławomir Karpicki-Ignatowski🦤,2021,10/30/2021,Public,,,,0
291380221,audio,Sitta europaea,Sławomir Karpicki-Ignatowski🦤,2020,12/27/2020,Public,,,,2
135456251,audio,Sitta europaea,Carlos Godinho,2019,1/16/2019,Public,Call,,,5
406698061,audio,Sitta europaea,Oriental Stork,2022,1/16/2022,Public,,,,2
206913,audio,Sitta europaea,Paul van Els,2014,7/20/2016,Public,Call,Unknown – 2,archive,1.8
545805391,audio,Sitta europaea,Mathieu Soetens,2023,3/15/2023,Public,,,,0
248628,audio,Sitta europaea,Niels Krabbe,2011,12/17/2018,Public,Call,,archive,2.5
562604681,audio,Sitta europaea,Ryan Irvine,2023,4/25/2023,Public,,,,0
155164091,audio,Sitta europaea,Jorge Leitão,2019,5/1/2019,Public,Song,,,3
607437131,audio,Sitta europaea,Erwin Heimgartner,2023,8/27/2023,Public,,,,0
396874741,audio,Sitta europaea,Anonymous,2021,12/18/2021,Public,Call,,,4
278579441,audio,Sitta europaea,Simon Colenutt,2020,11/9/2020,Public,,,,3.5
299127741,audio,Sitta europaea,Pedro Moreira,2021,1/18/2021,Public,Call,,,2
246816001,audio,Sitta europaea,Jorge Leitão,2020,7/1/2020,Public,"Call; Courtship, Display, or Copulation",Adult Female – 1; Adult Male – 1,,5
262651501,audio,Sitta europaea,Pavel V,2020,9/14/2020,Public,,,,4
431589751,audio,Sitta europaea,Joaquín Mayo García,2022,4/3/2022,Public,,,,0
266152751,audio,Sitta europaea,Jeroen van Daelen,2020,9/27/2020,Public,,,,2
553383171,audio,Sitta europaea,Coleta Holzhäuser,2023,4/4/2023,Public,,,,0
408871311,audio,Sitta europaea,Holger Schneider,2022,1/23/2022,Public,,,,0
260264191,audio,Sitta europaea,Sergio López Martín,2020,9/5/2020,Public,,,,2
174805401,audio,Sitta europaea,Francisco Javier  Calvo lesmes,2019,8/30/2019,Public,,,,2.5
554902071,audio,Sitta europaea,Kepa Alkiza,2023,4/8/2023,Public,,,,0
329253601,audio,Sitta europaea,Thomas Brooks,2021,4/23/2021,Public,Call,,,2
496229221,audio,Sitta europaea,Manuel Hermosilla,2022,10/22/2022,Public,,,,0
157016201,audio,Sitta europaea,Dominic Garcia-Hall,2018,5/8/2019,Public,Call,Adult Male,,5
305394,audio,Sitta europaea,Peter Boesman,2018,12/15/2020,Public,Song,,archive,3
335835261,audio,Sitta europaea,Ricardo Melo,2021,5/9/2021,Public,,,,0
516644411,audio,Sitta europaea,Sławomir Karpicki-Ignatowski🦤,2022,12/26/2022,Public,,,,3
545740731,audio,Sitta europaea,Bernat Garrigos,2023,3/15/2023,Public,,,,5
251074661,audio,Sitta europaea,João Tomás,2020,7/23/2020,Public,Call,,,3
536787661,audio,Sitta europaea,Holger Schneider,2023,2/19/2023,Public,,,,0
470196611,audio,Sitta europaea,Gonzalo Bel Lallave,2022,7/26/2022,Public,,,,0
